token,offset,surprisal,model,string_id
If,0,,EleutherAI/gpt-neo-2.7B,1
 you,2,0.7628541588783264,EleutherAI/gpt-neo-2.7B,1
 were,6,3.7926175594329834,EleutherAI/gpt-neo-2.7B,1
 to,11,1.396501898765564,EleutherAI/gpt-neo-2.7B,1
 journey,14,8.118563652038574,EleutherAI/gpt-neo-2.7B,1
 to,22,1.1414484977722168,EleutherAI/gpt-neo-2.7B,1
 the,25,1.1194581985473633,EleutherAI/gpt-neo-2.7B,1
 North,29,4.463429927825928,EleutherAI/gpt-neo-2.7B,1
 of,35,3.7293643951416016,EleutherAI/gpt-neo-2.7B,1
 England,38,2.1058192253112793,EleutherAI/gpt-neo-2.7B,1
",",46,1.2439242601394653,EleutherAI/gpt-neo-2.7B,1
 you,47,0.8006153702735901,EleutherAI/gpt-neo-2.7B,1
 would,51,0.7741451859474182,EleutherAI/gpt-neo-2.7B,1
 come,57,2.859821081161499,EleutherAI/gpt-neo-2.7B,1
 to,62,0.7784016728401184,EleutherAI/gpt-neo-2.7B,1
 a,65,1.1744099855422974,EleutherAI/gpt-neo-2.7B,1
 valley,67,4.748325347900391,EleutherAI/gpt-neo-2.7B,1
 that,74,1.9952689409255981,EleutherAI/gpt-neo-2.7B,1
 is,79,1.2169430255889893,EleutherAI/gpt-neo-2.7B,1
 surrounded,82,4.064330101013184,EleutherAI/gpt-neo-2.7B,1
 by,93,0.11975318938493729,EleutherAI/gpt-neo-2.7B,1
 mo,96,4.84743595123291,EleutherAI/gpt-neo-2.7B,1
ors,99,0.0021627387031912804,EleutherAI/gpt-neo-2.7B,1
 as,102,6.118990898132324,EleutherAI/gpt-neo-2.7B,1
 high,105,3.2520225048065186,EleutherAI/gpt-neo-2.7B,1
 as,110,0.06920699775218964,EleutherAI/gpt-neo-2.7B,1
 mountains,113,3.37445068359375,EleutherAI/gpt-neo-2.7B,1
.,123,0.45511922240257263,EleutherAI/gpt-neo-2.7B,1
 It,124,2.2048559188842773,EleutherAI/gpt-neo-2.7B,1
 is,127,0.4667629897594452,EleutherAI/gpt-neo-2.7B,1
 in,130,4.493187427520752,EleutherAI/gpt-neo-2.7B,1
 this,133,0.5074314475059509,EleutherAI/gpt-neo-2.7B,1
 valley,138,0.6130790710449219,EleutherAI/gpt-neo-2.7B,1
 where,145,3.353196382522583,EleutherAI/gpt-neo-2.7B,1
 you,151,1.3982030153274536,EleutherAI/gpt-neo-2.7B,1
 would,155,0.7510414719581604,EleutherAI/gpt-neo-2.7B,1
 find,161,0.2767384946346283,EleutherAI/gpt-neo-2.7B,1
 the,166,1.1201915740966797,EleutherAI/gpt-neo-2.7B,1
 city,170,5.300032138824463,EleutherAI/gpt-neo-2.7B,1
 of,175,0.09104719758033752,EleutherAI/gpt-neo-2.7B,1
 Bradford,178,5.409832000732422,EleutherAI/gpt-neo-2.7B,1
",",187,1.0985257625579834,EleutherAI/gpt-neo-2.7B,1
 where,188,3.209280490875244,EleutherAI/gpt-neo-2.7B,1
 once,194,6.651564121246338,EleutherAI/gpt-neo-2.7B,1
 a,199,2.7735180854797363,EleutherAI/gpt-neo-2.7B,1
 thousand,201,3.55560302734375,EleutherAI/gpt-neo-2.7B,1
 spinning,210,8.659573554992676,EleutherAI/gpt-neo-2.7B,1
 j,219,4.843642711639404,EleutherAI/gpt-neo-2.7B,1
enn,221,0.5993373990058899,EleutherAI/gpt-neo-2.7B,1
ies,224,0.028438158333301544,EleutherAI/gpt-neo-2.7B,1
 that,227,6.982965469360352,EleutherAI/gpt-neo-2.7B,1
