token,offset,surprisal,model,string_id
If,0,,EleutherAI/gpt-neo-2.7B,1_1
 you,2,0.7628512978553772,EleutherAI/gpt-neo-2.7B,1_1
 were,6,3.792616844177246,EleutherAI/gpt-neo-2.7B,1_1
 to,11,1.3965038061141968,EleutherAI/gpt-neo-2.7B,1_1
 journey,14,8.118557929992676,EleutherAI/gpt-neo-2.7B,1_1
 to,22,1.1414473056793213,EleutherAI/gpt-neo-2.7B,1_1
 the,25,1.1194570064544678,EleutherAI/gpt-neo-2.7B,1_1
 North,29,4.463423728942871,EleutherAI/gpt-neo-2.7B,1_1
 of,35,3.729377269744873,EleutherAI/gpt-neo-2.7B,1_1
 England,38,2.105809450149536,EleutherAI/gpt-neo-2.7B,1_1
",",46,1.2439182996749878,EleutherAI/gpt-neo-2.7B,1_1
 you,47,0.8006138205528259,EleutherAI/gpt-neo-2.7B,1_1
 would,51,0.7741408944129944,EleutherAI/gpt-neo-2.7B,1_1
 come,57,2.8598194122314453,EleutherAI/gpt-neo-2.7B,1_1
 to,62,0.7783990502357483,EleutherAI/gpt-neo-2.7B,1_1
 a,65,1.174408197402954,EleutherAI/gpt-neo-2.7B,1_1
 valley,67,4.748327255249023,EleutherAI/gpt-neo-2.7B,1_1
 that,74,1.9952688217163086,EleutherAI/gpt-neo-2.7B,1_1
 is,79,1.2169407606124878,EleutherAI/gpt-neo-2.7B,1_1
 surrounded,82,4.064328193664551,EleutherAI/gpt-neo-2.7B,1_1
 by,93,0.1197526603937149,EleutherAI/gpt-neo-2.7B,1_1
 mo,96,4.847439765930176,EleutherAI/gpt-neo-2.7B,1_1
ors,99,0.0021628576796501875,EleutherAI/gpt-neo-2.7B,1_1
 as,102,6.118999004364014,EleutherAI/gpt-neo-2.7B,1_1
 high,105,3.252020835876465,EleutherAI/gpt-neo-2.7B,1_1
 as,110,0.06920833140611649,EleutherAI/gpt-neo-2.7B,1_1
 mountains,113,3.3744428157806396,EleutherAI/gpt-neo-2.7B,1_1
.,123,0.45512065291404724,EleutherAI/gpt-neo-2.7B,1_1
It,0,,EleutherAI/gpt-neo-2.7B,1_2
 is,2,1.7426494359970093,EleutherAI/gpt-neo-2.7B,1_2
 in,5,5.556654930114746,EleutherAI/gpt-neo-2.7B,1_2
 this,8,1.9233202934265137,EleutherAI/gpt-neo-2.7B,1_2
 valley,13,8.737786293029785,EleutherAI/gpt-neo-2.7B,1_2
 where,20,2.928938388824463,EleutherAI/gpt-neo-2.7B,1_2
 you,26,3.3199918270111084,EleutherAI/gpt-neo-2.7B,1_2
 would,30,4.740048885345459,EleutherAI/gpt-neo-2.7B,1_2
 find,36,1.7799763679504395,EleutherAI/gpt-neo-2.7B,1_2
 the,41,1.088063359260559,EleutherAI/gpt-neo-2.7B,1_2
 city,45,5.524389266967773,EleutherAI/gpt-neo-2.7B,1_2
 of,50,0.385931134223938,EleutherAI/gpt-neo-2.7B,1_2
 Bradford,53,8.270402908325195,EleutherAI/gpt-neo-2.7B,1_2
",",62,1.151123285293579,EleutherAI/gpt-neo-2.7B,1_2
 where,63,2.94218111038208,EleutherAI/gpt-neo-2.7B,1_2
 once,69,5.858560562133789,EleutherAI/gpt-neo-2.7B,1_2
 a,74,3.02299165725708,EleutherAI/gpt-neo-2.7B,1_2
 thousand,76,3.3158280849456787,EleutherAI/gpt-neo-2.7B,1_2
 spinning,85,9.179201126098633,EleutherAI/gpt-neo-2.7B,1_2
 j,94,4.875025749206543,EleutherAI/gpt-neo-2.7B,1_2
enn,96,0.7298086881637573,EleutherAI/gpt-neo-2.7B,1_2
ies,99,0.03407573327422142,EleutherAI/gpt-neo-2.7B,1_2
 that,102,7.687625885009766,EleutherAI/gpt-neo-2.7B,1_2
 hum,107,6.6426544189453125,EleutherAI/gpt-neo-2.7B,1_2
med,111,0.07557055354118347,EleutherAI/gpt-neo-2.7B,1_2
 and,114,2.094247579574585,EleutherAI/gpt-neo-2.7B,1_2
 cl,118,2.341341018676758,EleutherAI/gpt-neo-2.7B,1_2
attered,121,0.9502143859863281,EleutherAI/gpt-neo-2.7B,1_2
 spun,128,7.689591407775879,EleutherAI/gpt-neo-2.7B,1_2
 wool,133,2.9610531330108643,EleutherAI/gpt-neo-2.7B,1_2
 into,138,1.905790090560913,EleutherAI/gpt-neo-2.7B,1_2
