token,offset,surprisal,model,string_id
If,0,,gpt2-large,1
 you,2,0.7012739181518555,gpt2-large,1
 were,6,4.18147611618042,gpt2-large,1
 to,11,1.1449662446975708,gpt2-large,1
 journey,14,10.099494934082031,gpt2-large,1
 to,22,0.9874821305274963,gpt2-large,1
 the,25,0.8593646883964539,gpt2-large,1
 North,29,4.208704948425293,gpt2-large,1
 of,35,3.3981149196624756,gpt2-large,1
 England,38,1.7660633325576782,gpt2-large,1
",",46,0.926328182220459,gpt2-large,1
 you,47,0.825164794921875,gpt2-large,1
 would,51,0.6019276976585388,gpt2-large,1
 come,57,3.2106528282165527,gpt2-large,1
 to,62,1.4261701107025146,gpt2-large,1
 a,65,1.7995047569274902,gpt2-large,1
 valley,67,5.806474208831787,gpt2-large,1
 that,74,2.4121170043945312,gpt2-large,1
 is,79,1.4572936296463013,gpt2-large,1
 surrounded,82,4.635580062866211,gpt2-large,1
 by,93,0.12894189357757568,gpt2-large,1
 mo,96,6.967556953430176,gpt2-large,1
ors,99,0.08860500901937485,gpt2-large,1
 as,102,6.776640892028809,gpt2-large,1
 high,105,4.195865154266357,gpt2-large,1
 as,110,0.0449410006403923,gpt2-large,1
 mountains,113,4.566364288330078,gpt2-large,1
.,123,0.5145818591117859,gpt2-large,1
 It,124,2.2295491695404053,gpt2-large,1
 is,127,0.5500171780586243,gpt2-large,1
 in,130,3.961212635040283,gpt2-large,1
 this,133,0.5993597507476807,gpt2-large,1
 valley,138,0.3380623161792755,gpt2-large,1
 where,145,3.182992696762085,gpt2-large,1
 you,151,1.8396283388137817,gpt2-large,1
 would,155,1.1207942962646484,gpt2-large,1
 find,161,0.5308117270469666,gpt2-large,1
 the,166,0.9379199147224426,gpt2-large,1
 city,170,6.310153961181641,gpt2-large,1
 of,175,0.14530758559703827,gpt2-large,1
 Bradford,178,6.691312789916992,gpt2-large,1
",",187,1.417076587677002,gpt2-large,1
 where,188,3.0841240882873535,gpt2-large,1
 once,194,6.565838813781738,gpt2-large,1
 a,199,2.0806708335876465,gpt2-large,1
 thousand,201,4.375515937805176,gpt2-large,1
 spinning,210,12.709802627563477,gpt2-large,1
 j,219,4.41998815536499,gpt2-large,1
enn,221,0.4204021394252777,gpt2-large,1
ies,224,0.11652572453022003,gpt2-large,1
 that,227,6.777428150177002,gpt2-large,1
 hum,232,9.47152328491211,gpt2-large,1
med,236,0.09031033515930176,gpt2-large,1
 and,239,2.4078967571258545,gpt2-large,1
 cl,243,4.017341613769531,gpt2-large,1
attered,246,1.1969847679138184,gpt2-large,1
 spun,253,8.825996398925781,gpt2-large,1
 wool,258,3.6106317043304443,gpt2-large,1
 into,263,3.026176929473877,gpt2-large,1
 money,268,6.98093318939209,gpt2-large,1
 for,274,2.3200483322143555,gpt2-large,1
 the,278,0.5531774163246155,gpt2-large,1
 long,282,7.830130577087402,gpt2-large,1
-,287,1.7922950983047485,gpt2-large,1
be,288,5.875248432159424,gpt2-large,1
arded,290,1.0560834407806396,gpt2-large,1
 mill,295,5.1252031326293945,gpt2-large,1
 owners,300,3.310166597366333,gpt2-large,1
