token,offset,surprisal,model,string_id
If,0,,transfo-xl-wt103,1
you,2,3.5469329357147217,transfo-xl-wt103,1
were,5,2.682983875274658,transfo-xl-wt103,1
to,9,1.748563289642334,transfo-xl-wt103,1
journey,11,11.162556648254395,transfo-xl-wt103,1
to,18,1.4589571952819824,transfo-xl-wt103,1
the,20,1.1050059795379639,transfo-xl-wt103,1
North,23,6.20054817199707,transfo-xl-wt103,1
of,28,3.4300050735473633,transfo-xl-wt103,1
England,30,3.8353700637817383,transfo-xl-wt103,1
",",37,0.3187531530857086,transfo-xl-wt103,1
you,38,3.6720333099365234,transfo-xl-wt103,1
would,41,0.6182525753974915,transfo-xl-wt103,1
come,46,5.064638614654541,transfo-xl-wt103,1
to,50,1.251000165939331,transfo-xl-wt103,1
a,52,2.898399829864502,transfo-xl-wt103,1
valley,53,9.698409080505371,transfo-xl-wt103,1
that,59,2.674426555633545,transfo-xl-wt103,1
is,63,2.184098720550537,transfo-xl-wt103,1
surrounded,65,5.2580156326293945,transfo-xl-wt103,1
by,75,0.06127481535077095,transfo-xl-wt103,1
moors,77,9.493772506713867,transfo-xl-wt103,1
as,82,5.123072147369385,transfo-xl-wt103,1
high,84,6.560982704162598,transfo-xl-wt103,1
as,88,0.041596993803977966,transfo-xl-wt103,1
mountains,90,5.674313545227051,transfo-xl-wt103,1
.,99,1.1226729154586792,transfo-xl-wt103,1
It,100,4.872501373291016,transfo-xl-wt103,1
is,102,0.955674409866333,transfo-xl-wt103,1
in,104,4.349570274353027,transfo-xl-wt103,1
this,106,0.20517531037330627,transfo-xl-wt103,1
valley,110,0.2858297526836395,transfo-xl-wt103,1
where,116,3.81398868560791,transfo-xl-wt103,1
you,121,3.0207066535949707,transfo-xl-wt103,1
would,124,2.464818000793457,transfo-xl-wt103,1
find,129,2.3820652961730957,transfo-xl-wt103,1
the,133,1.872293472290039,transfo-xl-wt103,1
city,136,8.42684268951416,transfo-xl-wt103,1
of,140,1.6175814867019653,transfo-xl-wt103,1
Bradford,142,5.526277542114258,transfo-xl-wt103,1
",",150,1.3777778148651123,transfo-xl-wt103,1
where,151,2.085988998413086,transfo-xl-wt103,1
once,156,9.239351272583008,transfo-xl-wt103,1
a,160,3.0284924507141113,transfo-xl-wt103,1
thousand,161,5.693907260894775,transfo-xl-wt103,1
spinning,169,15.700634002685547,transfo-xl-wt103,1
jennies,177,10.521467208862305,transfo-xl-wt103,1
that,184,6.283727645874023,transfo-xl-wt103,1
hummed,188,14.690855026245117,transfo-xl-wt103,1
and,194,2.1713647842407227,transfo-xl-wt103,1
clattered,197,11.942342758178711,transfo-xl-wt103,1
spun,206,7.696364879608154,transfo-xl-wt103,1
wool,210,7.78061056137085,transfo-xl-wt103,1
into,214,4.561784744262695,transfo-xl-wt103,1
money,218,8.911144256591797,transfo-xl-wt103,1
for,223,2.433572769165039,transfo-xl-wt103,1
the,226,1.2664639949798584,transfo-xl-wt103,1
long,229,9.008309364318848,transfo-xl-wt103,1
@-@,233,0.8911101222038269,transfo-xl-wt103,1
bearded,236,13.757221221923828,transfo-xl-wt103,1
mill,243,7.058957099914551,transfo-xl-wt103,1
owners,247,1.9590919017791748,transfo-xl-wt103,1
.,253,0.4879152178764343,transfo-xl-wt103,1
That,254,6.590262413024902,transfo-xl-wt103,1
all,258,7.117712497711182,transfo-xl-wt103,1
mill,261,10.301762580871582,transfo-xl-wt103,1
owners,265,1.6058402061462402,transfo-xl-wt103,1
were,271,2.048356771469116,transfo-xl-wt103,1
generally,275,8.361194610595703,transfo-xl-wt103,1
busy,284,6.7633514404296875,transfo-xl-wt103,1
as,288,5.852390289306641,transfo-xl-wt103,1
beavers,290,11.311333656311035,transfo-xl-wt103,1
