token,offset,surprisal,model,string_id
If,0,,transfo-xl-wt103,1
you,2,3.5469400882720947,transfo-xl-wt103,1
were,5,2.682976484298706,transfo-xl-wt103,1
to,9,1.7485593557357788,transfo-xl-wt103,1
journey,11,11.162554740905762,transfo-xl-wt103,1
to,18,1.458953857421875,transfo-xl-wt103,1
the,20,1.1050093173980713,transfo-xl-wt103,1
North,23,6.200547218322754,transfo-xl-wt103,1
of,28,3.4300036430358887,transfo-xl-wt103,1
England,30,3.8353652954101562,transfo-xl-wt103,1
",",37,0.31875184178352356,transfo-xl-wt103,1
you,38,3.6720237731933594,transfo-xl-wt103,1
would,41,0.618251383304596,transfo-xl-wt103,1
come,46,5.064640045166016,transfo-xl-wt103,1
to,50,1.2509918212890625,transfo-xl-wt103,1
a,52,2.8983964920043945,transfo-xl-wt103,1
valley,53,9.698409080505371,transfo-xl-wt103,1
that,59,2.674426794052124,transfo-xl-wt103,1
is,63,2.184098243713379,transfo-xl-wt103,1
surrounded,65,5.25801420211792,transfo-xl-wt103,1
by,75,0.06127425655722618,transfo-xl-wt103,1
moors,77,9.493766784667969,transfo-xl-wt103,1
as,82,5.123073577880859,transfo-xl-wt103,1
high,84,6.560983180999756,transfo-xl-wt103,1
as,88,0.041596878319978714,transfo-xl-wt103,1
mountains,90,5.674323081970215,transfo-xl-wt103,1
.,99,1.1226688623428345,transfo-xl-wt103,1
It,100,4.872500896453857,transfo-xl-wt103,1
is,102,0.9556776285171509,transfo-xl-wt103,1
in,104,4.349569320678711,transfo-xl-wt103,1
this,106,0.20517511665821075,transfo-xl-wt103,1
valley,110,0.2858297526836395,transfo-xl-wt103,1
where,116,3.8139874935150146,transfo-xl-wt103,1
you,121,3.020702838897705,transfo-xl-wt103,1
would,124,2.4648141860961914,transfo-xl-wt103,1
find,129,2.382056951522827,transfo-xl-wt103,1
the,133,1.8722933530807495,transfo-xl-wt103,1
city,136,8.426841735839844,transfo-xl-wt103,1
of,140,1.6175825595855713,transfo-xl-wt103,1
Bradford,142,5.526285171508789,transfo-xl-wt103,1
",",150,1.3777778148651123,transfo-xl-wt103,1
where,151,2.0859882831573486,transfo-xl-wt103,1
once,156,9.239350318908691,transfo-xl-wt103,1
a,160,3.0284905433654785,transfo-xl-wt103,1
thousand,161,5.693911075592041,transfo-xl-wt103,1
spinning,169,15.70063591003418,transfo-xl-wt103,1
jennies,177,10.521437644958496,transfo-xl-wt103,1
that,184,6.283728122711182,transfo-xl-wt103,1
hummed,188,14.690799713134766,transfo-xl-wt103,1
and,194,2.1713688373565674,transfo-xl-wt103,1
clattered,197,11.942361831665039,transfo-xl-wt103,1
spun,206,7.696361064910889,transfo-xl-wt103,1
wool,210,7.780607223510742,transfo-xl-wt103,1
into,214,4.561788558959961,transfo-xl-wt103,1
money,218,8.911148071289062,transfo-xl-wt103,1
for,223,2.4335739612579346,transfo-xl-wt103,1
the,226,1.266464114189148,transfo-xl-wt103,1
long,229,9.008308410644531,transfo-xl-wt103,1
@-@,233,0.8911125063896179,transfo-xl-wt103,1
bearded,236,13.75721549987793,transfo-xl-wt103,1
mill,243,7.05896520614624,transfo-xl-wt103,1
owners,247,1.9590935707092285,transfo-xl-wt103,1
.,253,0.4879165291786194,transfo-xl-wt103,1
That,254,6.590261459350586,transfo-xl-wt103,1
all,258,7.117711067199707,transfo-xl-wt103,1
mill,261,10.3017578125,transfo-xl-wt103,1
owners,265,1.6058298349380493,transfo-xl-wt103,1
were,271,2.0483577251434326,transfo-xl-wt103,1
generally,275,8.361194610595703,transfo-xl-wt103,1
busy,284,6.76335334777832,transfo-xl-wt103,1
as,288,5.85239315032959,transfo-xl-wt103,1
beavers,290,11.311300277709961,transfo-xl-wt103,1
and,297,1.8350123167037964,transfo-xl-wt103,1
quite,300,10.500822067260742,transfo-xl-wt103,1
pleased,305,7.566614627838135,transfo-xl-wt103,1
with,312,0.2511958181858063,transfo-xl-wt103,1
themselves,316,4.9493632316589355,transfo-xl-wt103,1
for,326,4.650733470916748,transfo-xl-wt103,1
being,329,3.3924407958984375,transfo-xl-wt103,1
so,334,4.3134660720825195,transfo-xl-wt103,1
successful,336,3.4838294982910156,transfo-xl-wt103,1
and,346,3.37076473236084,transfo-xl-wt103,1
well,349,5.875428676605225,transfo-xl-wt103,1
off,353,4.759890079498291,transfo-xl-wt103,1
was,356,4.929622173309326,transfo-xl-wt103,1
known,359,6.409850597381592,transfo-xl-wt103,1
to,364,2.1185522079467773,transfo-xl-wt103,1
the,366,1.288417100906372,transfo-xl-wt103,1
residents,369,4.700178623199463,transfo-xl-wt103,1
of,378,0.3579017221927643,transfo-xl-wt103,1
Bradford,380,0.07094202935695648,transfo-xl-wt103,1
",",388,2.621856451034546,transfo-xl-wt103,1
and,389,1.8395721912384033,transfo-xl-wt103,1
if,392,6.20442008972168,transfo-xl-wt103,1
you,394,3.0239264965057373,transfo-xl-wt103,1
were,397,1.216774582862854,transfo-xl-wt103,1
to,401,0.7051448822021484,transfo-xl-wt103,1
go,403,2.979010820388794,transfo-xl-wt103,1
into,405,3.296363353729248,transfo-xl-wt103,1
the,409,1.0538017749786377,transfo-xl-wt103,1
city,412,2.751211643218994,transfo-xl-wt103,1
to,416,2.5623979568481445,transfo-xl-wt103,1
visit,418,5.265617370605469,transfo-xl-wt103,1
the,423,1.188128113746643,transfo-xl-wt103,1
stately,426,13.531225204467773,transfo-xl-wt103,1
City,433,10.60318374633789,transfo-xl-wt103,1
Hall,437,0.015978388488292694,transfo-xl-wt103,1
",",441,0.7661224007606506,transfo-xl-wt103,1
you,442,0.45820772647857666,transfo-xl-wt103,1
would,445,0.4137723743915558,transfo-xl-wt103,1
see,450,3.1473052501678467,transfo-xl-wt103,1
there,453,5.806933403015137,transfo-xl-wt103,1
the,458,3.1634206771850586,transfo-xl-wt103,1
Crest,461,15.039401054382324,transfo-xl-wt103,1
of,466,0.34892478585243225,transfo-xl-wt103,1
the,468,1.8160923719406128,transfo-xl-wt103,1
City,471,1.6455531120300293,transfo-xl-wt103,1
of,475,1.1753804683685303,transfo-xl-wt103,1
Bradford,477,0.002724390011280775,transfo-xl-wt103,1
",",485,1.6556305885314941,transfo-xl-wt103,1
which,486,1.5671894550323486,transfo-xl-wt103,1
those,491,10.395720481872559,transfo-xl-wt103,1
same,496,6.631886959075928,transfo-xl-wt103,1
mill,500,6.593100070953369,transfo-xl-wt103,1
owners,504,0.01372377946972847,transfo-xl-wt103,1
created,510,5.297365188598633,transfo-xl-wt103,1
to,517,2.637460231781006,transfo-xl-wt103,1
celebrate,519,4.717351913452148,transfo-xl-wt103,1
their,528,1.0255242586135864,transfo-xl-wt103,1
achievements,533,3.5666306018829346,transfo-xl-wt103,1
.,545,0.4091082513332367,transfo-xl-wt103,1
It,546,4.256435394287109,transfo-xl-wt103,1
shows,548,7.785173416137695,transfo-xl-wt103,1
a,553,3.4928019046783447,transfo-xl-wt103,1
sinister,554,8.4002103805542,transfo-xl-wt103,1
looking,562,9.933774948120117,transfo-xl-wt103,1
boar,569,15.092768669128418,transfo-xl-wt103,1
's,573,3.2107081413269043,transfo-xl-wt103,1
head,575,0.43551331758499146,transfo-xl-wt103,1
sitting,579,6.842176914215088,transfo-xl-wt103,1
on,586,0.9542310833930969,transfo-xl-wt103,1
top,588,1.9379081726074219,transfo-xl-wt103,1
of,591,0.008384385146200657,transfo-xl-wt103,1
a,593,0.6033836007118225,transfo-xl-wt103,1
well,594,5.430755615234375,transfo-xl-wt103,1
which,598,6.21418571472168,transfo-xl-wt103,1
seems,603,4.6453351974487305,transfo-xl-wt103,1
puzzling,608,10.51943588256836,transfo-xl-wt103,1
at,616,4.879693031311035,transfo-xl-wt103,1
first,618,0.9999883770942688,transfo-xl-wt103,1
",",623,1.1929749250411987,transfo-xl-wt103,1
but,624,0.2882295846939087,transfo-xl-wt103,1
the,627,2.3954272270202637,transfo-xl-wt103,1
reason,630,7.342138767242432,transfo-xl-wt103,1
for,636,0.8484718799591064,transfo-xl-wt103,1
this,639,1.1138378381729126,transfo-xl-wt103,1
symbol,643,9.072673797607422,transfo-xl-wt103,1
is,649,0.5045303702354431,transfo-xl-wt103,1
a,651,3.0984044075012207,transfo-xl-wt103,1
matter,652,7.3268842697143555,transfo-xl-wt103,1
of,658,0.017591053619980812,transfo-xl-wt103,1
legend,660,4.327792167663574,transfo-xl-wt103,1
.,666,0.5137962102890015,transfo-xl-wt103,1
There,667,5.068957805633545,transfo-xl-wt103,1
was,672,3.4970552921295166,transfo-xl-wt103,1
once,675,2.1210646629333496,transfo-xl-wt103,1
",",679,5.271365642547607,transfo-xl-wt103,1
legend,680,10.51512336730957,transfo-xl-wt103,1
has,686,4.34298849105835,transfo-xl-wt103,1
it,689,0.001967043848708272,transfo-xl-wt103,1
",",691,1.3013780117034912,transfo-xl-wt103,1
a,692,2.920220136642456,transfo-xl-wt103,1
fearsome,693,9.100225448608398,transfo-xl-wt103,1
boar,701,1.436891794204712,transfo-xl-wt103,1
",",705,2.4257705211639404,transfo-xl-wt103,1
which,706,2.044374465942383,transfo-xl-wt103,1
lived,711,4.519771575927734,transfo-xl-wt103,1
in,716,0.8419430255889893,transfo-xl-wt103,1
a,718,2.581557035446167,transfo-xl-wt103,1
wood,719,6.761445999145508,transfo-xl-wt103,1
located,723,7.3400678634643555,transfo-xl-wt103,1
just,730,4.184521198272705,transfo-xl-wt103,1
outside,734,1.190800428390503,transfo-xl-wt103,1
the,741,0.4772484302520752,transfo-xl-wt103,1
manor,744,10.752554893493652,transfo-xl-wt103,1
of,749,1.3931699991226196,transfo-xl-wt103,1
Bradford,751,1.2456990480422974,transfo-xl-wt103,1
.,759,1.0058205127716064,transfo-xl-wt103,1
A,760,4.008912563323975,transfo-xl-wt103,1
source,761,7.381587982177734,transfo-xl-wt103,1
of,767,0.9585002660751343,transfo-xl-wt103,1
great,769,3.908000946044922,transfo-xl-wt103,1
trouble,774,4.786613464355469,transfo-xl-wt103,1
to,781,2.7449069023132324,transfo-xl-wt103,1
the,783,1.0130486488342285,transfo-xl-wt103,1
local,786,2.609793186187744,transfo-xl-wt103,1
folk,791,7.739099502563477,transfo-xl-wt103,1
the,795,7.798579216003418,transfo-xl-wt103,1
boar,798,0.6501545310020447,transfo-xl-wt103,1
was,802,1.0352720022201538,transfo-xl-wt103,1
",",805,4.810309886932373,transfo-xl-wt103,1
bringing,806,10.394233703613281,transfo-xl-wt103,1
terror,814,8.487273216247559,transfo-xl-wt103,1
to,820,0.36917227506637573,transfo-xl-wt103,1
the,822,0.44438794255256653,transfo-xl-wt103,1
peaceful,825,11.601000785827637,transfo-xl-wt103,1
flocks,833,8.920173645019531,transfo-xl-wt103,1
and,839,2.237001895904541,transfo-xl-wt103,1
ravaging,842,5.932028770446777,transfo-xl-wt103,1
the,850,0.6074051260948181,transfo-xl-wt103,1
countryside,853,2.0790152549743652,transfo-xl-wt103,1
around,864,5.35389518737793,transfo-xl-wt103,1
.,870,6.350039005279541,transfo-xl-wt103,1
Even,871,6.2964277267456055,transfo-xl-wt103,1
worse,875,5.074437141418457,transfo-xl-wt103,1
",",880,0.6326234936714172,transfo-xl-wt103,1
however,881,7.363624572753906,transfo-xl-wt103,1
",",888,0.010003432631492615,transfo-xl-wt103,1
the,889,2.5765368938446045,transfo-xl-wt103,1
boar,892,0.9121384024620056,transfo-xl-wt103,1
most,896,9.844719886779785,transfo-xl-wt103,1
liked,900,7.729991436004639,transfo-xl-wt103,1
to,905,2.2027721405029297,transfo-xl-wt103,1
go,907,4.502324104309082,transfo-xl-wt103,1
to,909,1.9778748750686646,transfo-xl-wt103,1
the,911,0.7742332220077515,transfo-xl-wt103,1
well,914,7.678899765014648,transfo-xl-wt103,1
that,918,5.330687522888184,transfo-xl-wt103,1
was,922,2.2199862003326416,transfo-xl-wt103,1
in,925,2.7859461307525635,transfo-xl-wt103,1
the,927,0.6197684407234192,transfo-xl-wt103,1
wood,930,4.230583190917969,transfo-xl-wt103,1
and,934,2.1552486419677734,transfo-xl-wt103,1
drink,937,5.568990707397461,transfo-xl-wt103,1
its,942,3.59112548828125,transfo-xl-wt103,1
fresh,945,6.628498077392578,transfo-xl-wt103,1
water,950,0.757289707660675,transfo-xl-wt103,1
",",955,1.650975227355957,transfo-xl-wt103,1
so,956,2.6042404174804688,transfo-xl-wt103,1
that,958,2.8052544593811035,transfo-xl-wt103,1
the,962,1.6444801092147827,transfo-xl-wt103,1
people,965,2.427138328552246,transfo-xl-wt103,1
of,971,1.5834020376205444,transfo-xl-wt103,1
Bradford,973,0.05250673368573189,transfo-xl-wt103,1
had,981,3.554647922515869,transfo-xl-wt103,1
second,984,10.564043998718262,transfo-xl-wt103,1
thoughts,990,0.0012441283324733377,transfo-xl-wt103,1
about,998,0.5146033763885498,transfo-xl-wt103,1
visiting,1003,6.851571559906006,transfo-xl-wt103,1
the,1011,0.7348955869674683,transfo-xl-wt103,1
well,1014,1.310380458831787,transfo-xl-wt103,1
.,1018,0.8194257020950317,transfo-xl-wt103,1
That,1019,6.048693656921387,transfo-xl-wt103,1
the,1023,2.1539745330810547,transfo-xl-wt103,1
people,1026,3.3024725914001465,transfo-xl-wt103,1
of,1032,0.8242659568786621,transfo-xl-wt103,1
Bradford,1034,0.021431293338537216,transfo-xl-wt103,1
bore,1042,9.76274299621582,transfo-xl-wt103,1
the,1046,0.9536952376365662,transfo-xl-wt103,1
brunt,1049,0.12816554307937622,transfo-xl-wt103,1
of,1054,0.006373436655849218,transfo-xl-wt103,1
the,1056,0.5049847364425659,transfo-xl-wt103,1
beast,1059,6.188157081604004,transfo-xl-wt103,1
's,1064,0.9072041511535645,transfo-xl-wt103,1
ferocity,1066,7.522917747497559,transfo-xl-wt103,1
was,1074,1.6608363389968872,transfo-xl-wt103,1
unfair,1077,9.1829833984375,transfo-xl-wt103,1
in,1083,3.9571869373321533,transfo-xl-wt103,1
the,1085,1.3719398975372314,transfo-xl-wt103,1
eyes,1088,0.5728090405464172,transfo-xl-wt103,1
of,1092,0.008163537830114365,transfo-xl-wt103,1
the,1094,1.4926003217697144,transfo-xl-wt103,1
people,1097,2.3338494300842285,transfo-xl-wt103,1
of,1103,0.6061014533042908,transfo-xl-wt103,1
the,1105,2.9086272716522217,transfo-xl-wt103,1
region,1108,3.3321495056152344,transfo-xl-wt103,1
.,1114,0.9537259936332703,transfo-xl-wt103,1
Eventually,1115,6.753899574279785,transfo-xl-wt103,1
",",1125,0.8446977734565735,transfo-xl-wt103,1
the,1126,0.7853694558143616,transfo-xl-wt103,1
issue,1129,8.869481086730957,transfo-xl-wt103,1
reached,1134,4.474082946777344,transfo-xl-wt103,1
the,1141,1.8509578704833984,transfo-xl-wt103,1
ears,1144,7.576630115509033,transfo-xl-wt103,1
of,1148,0.40123480558395386,transfo-xl-wt103,1
the,1150,0.5318763852119446,transfo-xl-wt103,1
kindly,1153,7.667580604553223,transfo-xl-wt103,1
Lord,1159,4.7686896324157715,transfo-xl-wt103,1
of,1163,3.545320749282837,transfo-xl-wt103,1
the,1165,0.07584971934556961,transfo-xl-wt103,1
Manor,1168,0.07690346240997314,transfo-xl-wt103,1
who,1173,2.846235752105713,transfo-xl-wt103,1
the,1176,7.684947490692139,transfo-xl-wt103,1
people,1179,2.4165592193603516,transfo-xl-wt103,1
had,1185,3.941047191619873,transfo-xl-wt103,1
often,1188,7.269203186035156,transfo-xl-wt103,1
asked,1193,3.629599094390869,transfo-xl-wt103,1
for,1198,1.3556255102157593,transfo-xl-wt103,1
help,1201,1.7703357934951782,transfo-xl-wt103,1
.,1205,1.2981444597244263,transfo-xl-wt103,1
The,1206,1.9216192960739136,transfo-xl-wt103,1
Lord,1209,3.598176956176758,transfo-xl-wt103,1
saw,1213,7.1773786544799805,transfo-xl-wt103,1
the,1216,0.8842652440071106,transfo-xl-wt103,1
severity,1219,9.584339141845703,transfo-xl-wt103,1
of,1227,0.08547698706388474,transfo-xl-wt103,1
the,1229,0.1414448767900467,transfo-xl-wt103,1
problem,1232,3.835386276245117,transfo-xl-wt103,1
the,1239,7.867598056793213,transfo-xl-wt103,1
people,1242,0.7210870981216431,transfo-xl-wt103,1
faced,1248,5.424756050109863,transfo-xl-wt103,1
and,1253,0.8562844395637512,transfo-xl-wt103,1
suggested,1256,5.473318099975586,transfo-xl-wt103,1
a,1265,3.1589300632476807,transfo-xl-wt103,1
contest,1266,8.062666893005371,transfo-xl-wt103,1
could,1273,7.659173011779785,transfo-xl-wt103,1
solve,1278,8.62825870513916,transfo-xl-wt103,1
the,1283,1.6768993139266968,transfo-xl-wt103,1
problem,1286,0.14520490169525146,transfo-xl-wt103,1
.,1293,0.4569786489009857,transfo-xl-wt103,1
He,1294,4.503209114074707,transfo-xl-wt103,1
said,1296,4.362706184387207,transfo-xl-wt103,1
that,1300,1.092252492904663,transfo-xl-wt103,1
whoever,1304,6.143708229064941,transfo-xl-wt103,1
could,1311,2.6552040576934814,transfo-xl-wt103,1
kill,1316,5.868904113769531,transfo-xl-wt103,1
the,1320,0.3606575131416321,transfo-xl-wt103,1
boar,1323,0.581402599811554,transfo-xl-wt103,1
and,1327,3.996948719024658,transfo-xl-wt103,1
bring,1330,2.433976888656616,transfo-xl-wt103,1
as,1335,8.646088600158691,transfo-xl-wt103,1
proof,1337,14.474048614501953,transfo-xl-wt103,1
its,1342,4.853142738342285,transfo-xl-wt103,1
head,1345,6.529809951782227,transfo-xl-wt103,1
to,1349,1.9696002006530762,transfo-xl-wt103,1
